source,target,similarity_ranking
895413,483705,12
895413,361031,12
895413,800559,12
895413,681076,11
895413,202017,11
895413,233186,11
895413,637293,11
895413,674544,11
895413,149930,11
895413,607636,11
895413,25678,11
895413,918922,11
895413,911419,10
895413,482272,9
895413,909475,9
895413,913194,9
895413,333742,9
895413,952442,9
895413,505196,9
895413,284548,9
895413,665092,8
860675,168087,35
860675,158574,30
860675,634540,26
860675,536849,26
860675,230772,26
860675,789237,25
860675,681371,25
860675,861515,24
860675,465327,23
860675,852650,23
860675,735869,23
860675,111635,23
860675,284189,22
860675,984363,22
860675,221062,21
860675,950003,19
860675,359918,18
860675,18665,18
860675,229150,18
860675,707234,17
860675,201356,17
860675,737508,17
860675,454177,16
860675,339474,16
860675,77174,16
860675,358068,15
860675,939877,14
860675,108514,14
860675,238358,14
860675,208065,14
169713,683050,112
169713,26500,68
169713,737414,61
169713,406400,53
169713,897957,52
169713,358288,50
169713,153722,50
169713,994664,49
169713,776758,48
169713,655448,47
169713,33471,47
169713,598704,45
169713,85562,42
169713,404025,40
169713,555857,40
169713,637293,38
169713,699384,38
169713,735502,38
169713,330110,36
169713,414856,36
169713,939877,36
169713,143411,34
169713,783441,34
169713,68677,33
169713,547933,31
169713,201814,31
169713,488287,30
169713,130579,30
169713,231455,30
169713,387268,30
168564,994664,29
168564,100913,25
168564,350356,23
168564,961772,22
168564,537016,22
168564,505694,20
168564,302222,20
168564,909273,19
168564,338814,19
168564,387891,17
168564,839720,17
168564,387358,16
168564,415224,16
168564,61180,16
168564,187828,16
168564,605917,16
168564,776758,16
168564,95897,16
168564,95469,15
168564,736652,15
168564,581790,15
168564,698881,15
168564,546644,14
168564,766748,14
168564,683261,14
168564,202490,14
168564,404983,14
168564,17896,14
168564,755556,13
168564,26254,13
386592,580947,25
386592,387891,20
386592,605917,20
386592,803982,20
386592,754420,19
386592,406400,18
386592,869295,17
386592,680986,17
386592,909273,17
386592,338183,17
386592,736652,17
386592,210356,16
386592,26500,15
386592,231864,15
386592,168298,15
386592,153722,15
386592,202776,14
386592,963787,14
386592,933855,14
386592,387004,14
386592,952442,14
386592,483705,14
386592,33471,13
386592,897957,13
386592,605224,13
386592,102628,13
386592,698672,13
386592,435540,13
386592,918922,13
386592,287210,13
405164,153722,18
405164,683050,17
405164,406400,16
405164,735502,15
405164,363822,15
405164,36369,15
405164,26500,15
405164,699384,14
405164,637293,14
405164,783441,14
405164,734346,13
405164,920717,13
405164,33471,13
405164,261470,13
405164,637778,13
405164,547933,13
405164,201814,12
405164,231455,12
405164,737414,12
405164,435584,12
405164,109782,12
405164,555997,12
405164,187952,11
405164,358288,11
405164,85562,11
405164,822198,11
405164,338183,11
405164,607351,11
405164,776758,11
405164,911419,10
119366,735815,20
119366,350356,17
119366,284112,16
119366,939415,14
119366,101393,13
119366,547933,13
119366,395611,13
119366,758884,12
119366,624810,12
119366,456039,11
119366,71271,11
119366,832998,11
119366,607351,11
119366,986789,11
119366,902793,11
119366,555171,10
119366,800948,10
119366,766437,10
119366,405952,10
119366,29656,10
119366,185400,10
119366,861257,10
119366,20031,10
119366,535725,10
119366,968982,9
119366,534037,9
119366,706776,9
119366,860820,9
119366,499879,9
119366,839464,8
735815,607351,102
735815,606164,83
735815,350356,80
735815,800948,68
735815,706776,68
735815,85254,68
735815,163885,68
735815,505694,67
735815,555997,62
735815,567228,62
735815,20031,61
735815,482695,59
735815,456039,58
735815,758884,57
735815,284112,57
735815,286704,55
735815,574084,54
735815,535725,54
735815,994664,53
735815,535632,53
735815,342967,52
735815,243399,52
735815,101393,52
735815,258717,49
735815,385448,48
735815,71271,47
735815,384002,44
735815,405952,44
735815,902793,43
735815,581982,43
657291,644851,22
657291,363822,19
657291,20031,19
657291,194344,17
657291,111635,17
657291,406400,17
657291,822198,16
657291,153722,16
657291,331801,16
657291,667448,15
657291,33471,15
657291,387891,15
657291,26500,15
657291,25678,14
657291,912284,14
657291,108514,14
657291,547933,14
657291,149930,14
657291,963787,14
657291,261470,13
657291,50997,13
657291,735502,13
657291,683050,13
657291,535181,13
657291,505694,13
657291,386703,13
657291,995791,13
657291,434217,13
657291,886018,12
657291,338814,12
536420,605224,43
536420,994664,31
536420,952442,28
536420,406400,26
536420,168087,26
536420,736652,26
536420,911419,26
536420,535357,25
536420,229150,24
536420,811322,24
536420,338183,24
536420,359918,23
536420,634540,23
536420,20031,23
536420,918922,22
536420,755556,22
536420,637414,22
536420,680986,22
536420,939877,22
536420,202490,21
536420,284189,21
536420,505694,21
536420,963787,21
536420,64928,20
536420,339474,20
536420,102628,20
536420,258919,20
536420,909273,20
536420,655448,19
536420,33471,19
85942,363822,29
85942,634540,15
85942,546644,15
85942,153165,13
85942,736652,12
85942,465327,11
85942,698672,10
85942,567380,10
85942,665092,10
85942,201356,9
85942,582014,9
85942,952959,9
85942,803982,8
85942,843626,8
85942,537134,8
85942,984363,8
85942,108514,8
85942,756163,8
85942,952442,7
85942,49823,7
85942,667448,7
85942,536849,7
85942,35970,7
85942,555997,7
85942,897957,7
85942,681371,7
85942,230772,7
85942,737508,7
85942,707234,7
85942,228540,7
260800,994664,12
260800,683050,12
260800,169713,10
260800,26500,9
260800,546344,9
260800,338018,9
260800,995791,8
260800,832318,8
260800,897957,8
260800,912284,8
260800,196950,8
260800,593448,8
260800,737414,7
260800,404025,7
260800,735502,7
260800,138129,7
260800,358288,6
260800,765308,6
260800,756138,6
260800,675594,6
260800,537040,6
260800,331801,6
260800,387891,6
260800,435584,6
260800,108514,6
260800,698881,6
260800,170755,6
260800,582137,6
260800,33471,6
260800,414856,6
261470,607351,46
261470,800948,33
261470,406400,32
261470,149930,31
261470,683050,31
261470,20031,31
261470,163885,30
261470,286704,29
261470,456039,27
261470,547933,26
261470,33471,26
261470,302776,25
261470,567228,24
261470,598704,24
261470,535632,24
261470,138129,24
261470,201814,24
261470,169713,23
261470,688322,22
261470,706776,22
261470,138605,22
261470,219936,21
261470,68677,21
261470,26500,21
261470,499879,21
261470,606164,21
261470,798236,21
261470,920717,21
261470,202651,21
261470,995791,20
731770,219936,17
731770,319226,17
731770,323828,16
731770,800948,15
731770,547933,15
731770,201814,15
731770,688322,15
731770,607351,14
731770,87299,14
731770,913194,14
731770,395611,14
731770,545885,14
731770,56942,13
731770,758884,13
731770,606164,13
731770,706776,13
731770,902793,13
731770,286704,13
731770,861257,13
731770,149930,12
731770,405952,12
731770,53983,12
731770,131472,12
731770,781581,12
731770,284112,12
731770,682988,12
731770,384988,12
731770,591465,12
731770,406400,12
731770,683050,12
100883,505694,24
100883,350356,19
100883,801488,15
100883,735815,15
100883,406400,14
100883,605224,14
100883,871439,13
100883,20031,13
100883,138637,12
100883,939877,12
100883,683261,12
100883,384002,12
100883,909273,12
100883,735502,11
100883,457522,11
100883,456650,11
100883,606164,11
100883,994664,11
100883,285211,11
100883,100913,10
100883,607351,10
100883,801898,10
100883,173028,10
100883,961772,10
100883,911419,10
100883,997377,10
100883,338814,9
100883,434549,9
100883,483022,9
100883,755556,9
437332,230772,10
437332,634540,10
437332,536849,10
437332,168087,9
437332,201356,9
437332,17896,9
437332,499381,8
437332,861515,8
437332,153165,8
437332,681371,8
437332,465327,8
437332,783880,7
437332,85942,6
437332,318640,6
437332,111635,6
437332,756163,6
437332,50621,6
437332,25678,6
437332,736652,6
437332,860675,6
437332,268275,6
437332,680956,6
437332,984363,6
437332,35970,6
437332,735869,5
437332,581019,5
437332,55194,5
437332,111337,5
437332,363822,5
437332,228540,4
567008,414856,17
567008,26500,16
567008,231455,14
567008,33471,13
567008,196950,13
567008,735502,13
567008,138129,12
567008,939877,12
567008,598704,12
567008,683050,12
567008,170755,11
567008,655448,11
567008,406400,11
567008,100913,11
567008,776758,11
567008,637293,11
567008,358288,11
567008,85562,10
567008,605781,10
567008,130216,10
567008,387268,10
567008,169713,9
567008,861764,9
567008,755916,9
567008,185046,9
567008,482484,9
567008,994664,9
567008,699384,9
567008,961772,8
567008,143411,8
737414,683050,73
737414,169713,61
737414,26500,47
737414,406400,45
737414,153722,44
737414,735502,38
737414,598704,37
737414,33471,35
737414,897957,34
737414,655448,34
737414,211534,34
737414,85562,32
737414,481191,32
737414,783441,31
737414,555857,30
737414,201814,30
737414,800948,28
737414,302776,28
737414,564749,27
737414,637778,27
737414,404025,27
737414,637293,26
737414,920717,26
737414,776758,26
737414,798236,25
737414,196950,25
737414,68677,24
737414,131472,24
737414,149930,24
737414,488287,24
263713,173028,7
263713,505694,7
263713,735502,7
263713,350356,7
263713,765242,7
263713,683261,7
263713,776758,7
263713,606164,7
263713,454790,6
263713,939877,6
263713,909273,6
263713,153165,6
263713,284436,6
263713,986789,6
263713,271452,6
263713,40152,6
263713,20303,6
263713,350278,6
263713,338814,6
263713,605224,6
263713,100913,5
263713,755673,4
263713,680843,4
263713,338183,4
263713,861764,4
263713,384002,4
263713,900405,4
263713,690883,4
263713,456039,4
263713,482484,4
131310,406400,36
131310,637293,30
131310,637778,27
131310,153722,27
131310,384988,26
131310,535181,26
131310,26500,25
131310,547933,24
131310,683050,24
131310,160411,24
131310,920717,23
131310,33471,23
131310,231455,23
131310,735502,23
131310,488287,22
131310,798236,22
131310,68677,22
131310,505694,20
131310,348307,20
131310,170755,20
131310,911419,20
131310,20031,19
131310,138129,19
131310,776758,19
131310,482272,18
131310,333614,18
131310,330110,18
131310,109782,17
131310,338814,17
131310,196950,17
535725,607351,55
535725,735815,54
535725,20031,53
535725,163885,49
535725,350356,45
535725,606164,45
535725,284112,43
535725,505694,42
535725,85254,42
535725,800948,39
535725,567228,37
535725,286704,36
535725,456039,36
535725,535632,35
535725,994664,32
535725,581982,32
535725,39362,32
535725,555997,32
535725,348307,31
535725,100913,30
535725,574084,29
535725,734346,29
535725,160411,29
535725,706776,29
535725,258717,28
535725,385448,28
535725,758884,27
535725,118846,27
535725,384002,26
535725,71271,26
536895,869262,13
536895,405952,12
536895,284112,11
536895,258717,10
536895,12058,10
536895,20031,9
536895,782323,9
536895,101393,8
536895,800948,8
536895,735815,8
536895,211534,7
536895,737414,7
536895,607351,7
536895,624810,7
536895,39362,6
536895,581084,6
536895,535632,6
536895,499879,6
536895,606164,6
536895,545885,6
536895,680956,6
536895,371775,6
536895,902793,6
536895,342967,6
536895,406981,5
536895,187685,5
536895,395611,5
536895,232627,5
536895,476555,5
536895,535725,5
483196,582014,26
483196,754832,19
483196,605781,18
483196,896621,17
483196,352702,16
483196,232215,15
483196,379565,13
483196,707420,13
483196,850225,12
483196,404983,11
483196,931453,11
483196,50621,10
483196,301847,9
483196,666372,9
483196,860820,9
483196,483952,9
483196,169760,9
483196,681522,8
483196,698672,8
483196,163448,7
483196,151223,7
483196,168298,7
483196,456039,7
483196,168909,7
483196,566905,6
483196,949057,6
483196,736652,6
483196,229150,6
483196,309907,6
483196,843626,6
581790,406400,51
581790,404983,50
581790,384002,45
581790,994664,43
581790,776758,42
581790,505694,40
581790,415224,39
581790,363822,39
581790,909273,36
581790,897957,34
581790,338814,34
581790,961772,34
581790,683261,33
581790,435043,32
581790,605224,32
581790,861764,32
581790,26500,31
581790,68677,29
581790,911419,28
581790,231864,28
581790,829616,28
581790,350356,27
581790,735502,27
581790,997377,27
581790,482579,26
581790,920717,26
581790,109799,26
581790,285211,26
581790,77142,26
581790,20303,26
87645,683050,27
87645,547933,24
87645,800948,24
87645,131472,21
87645,286704,19
87645,405952,18
87645,499879,18
87645,319226,18
87645,902793,18
87645,284112,18
87645,323828,18
87645,688322,18
87645,87299,18
87645,758884,18
87645,149930,17
87645,783441,17
87645,861257,17
87645,85562,16
87645,384988,16
87645,194910,16
87645,405033,16
87645,101538,15
87645,138605,15
87645,219936,15
87645,169510,15
87645,201814,15
87645,737414,15
87645,447769,14
87645,798236,14
87645,406400,14
581019,911419,18
581019,505694,15
581019,153165,15
581019,348307,12
581019,434217,12
581019,100913,12
581019,20031,12
581019,33471,11
581019,338814,10
581019,363822,10
581019,963787,10
581019,581982,10
581019,534602,10
581019,194344,10
581019,350356,10
581019,756507,10
581019,333742,10
581019,95897,9
581019,714008,9
581019,644851,9
581019,555997,9
581019,798084,9
581019,173028,9
581019,605224,9
581019,68677,9
581019,909273,9
581019,705633,9
581019,900405,9
581019,537116,9
581019,953985,9
220354,605917,13
220354,909273,12
220354,168564,12
220354,736652,10
220354,111337,10
220354,843626,10
220354,457522,10
220354,505694,9
220354,100913,9
220354,933855,9
220354,823327,9
220354,100192,9
220354,683261,9
220354,168298,9
220354,606164,9
220354,262174,8
220354,454790,8
220354,735502,8
220354,863314,8
220354,363822,8
220354,537016,8
220354,605224,8
220354,387358,7
220354,350486,7
220354,634191,7
220354,803982,7
220354,350356,7
220354,187828,7
220354,839311,7
220354,40152,7
362471,20031,26
362471,483553,16
362471,26254,15
362471,456039,15
362471,736652,15
362471,986789,15
362471,735815,14
362471,665092,14
362471,273822,14
362471,24484,13
362471,160411,13
362471,39362,12
362471,363822,12
362471,843412,12
362471,902153,11
362471,757276,11
362471,151223,11
362471,758884,11
362471,624810,11
362471,149930,11
362471,535725,11
362471,332182,10
362471,85254,10
362471,606164,10
362471,557648,10
362471,831088,10
362471,767782,9
362471,284112,9
362471,930147,9
362471,961772,8
554794,187759,23
554794,809608,20
554794,574084,19
554794,706214,16
554794,735815,14
554794,706776,13
554794,507267,12
554794,884098,11
554794,735033,11
554794,456039,11
554794,555997,10
554794,331801,9
554794,930147,9
554794,886018,9
554794,302776,9
554794,832998,9
554794,861238,9
554794,482695,8
554794,211534,8
554794,161801,8
554794,363301,8
554794,118846,8
554794,911419,7
554794,300842,6
554794,232215,6
554794,384002,6
554794,262174,6
554794,384189,6
554794,153165,6
554794,350356,6
536100,379565,19
536100,168298,16
536100,843626,16
536100,803982,15
536100,736652,12
536100,339282,12
536100,681522,12
536100,363950,10
536100,582014,10
536100,637414,10
536100,385573,10
536100,931453,10
536100,949057,10
536100,580947,10
536100,168603,9
536100,811322,9
536100,605917,9
536100,822198,9
536100,754420,9
536100,808997,9
536100,605781,9
536100,239986,9
536100,350486,9
536100,26254,9
536100,210356,9
536100,634540,8
536100,77174,7
536100,537134,7
536100,300842,7
536100,823327,6
284436,406400,44
284436,535181,42
284436,26500,41
284436,911419,40
284436,776758,40
284436,231455,40
284436,33471,39
284436,637293,37
284436,153722,34
284436,505694,34
284436,435540,33
284436,338814,32
284436,735502,32
284436,196950,31
284436,920717,31
284436,707349,31
284436,109782,30
284436,606164,30
284436,547933,29
284436,655448,29
284436,20031,28
284436,170755,28
284436,385149,28
284436,861764,28
284436,68677,27
284436,564749,27
284436,482272,26
284436,384002,26
284436,683050,26
284436,415224,26
29937,338018,15
29937,85562,14
29937,683050,12
29937,735011,12
29937,152017,11
29937,358288,10
29937,169713,9
29937,930431,9
29937,555857,8
29937,838126,8
29937,414856,8
29937,68677,8
29937,352561,8
29937,131806,8
29937,269563,8
29937,939877,8
29937,17896,7
29937,605224,7
29937,680986,7
29937,897957,7
29937,776758,7
29937,637293,7
29937,435043,7
29937,406400,7
29937,505785,7
29937,656573,7
29937,187828,6
29937,338183,6
29937,102628,6
29937,187136,6
789237,454177,62
789237,339282,59
789237,737508,55
789237,634540,44
789237,385908,44
789237,168087,41
789237,77174,38
789237,111635,38
789237,949342,37
789237,158574,36
789237,228540,34
789237,747491,33
789237,229150,29
789237,984363,27
789237,782703,25
789237,339474,25
789237,860675,25
789237,939877,24
789237,627761,24
789237,371820,23
789237,17361,23
789237,829616,21
789237,861515,21
789237,735869,20
789237,922667,20
789237,230772,19
789237,350278,19
789237,465327,19
789237,970498,19
789237,64928,19
506445,20031,29
506445,606164,29
506445,547933,27
506445,683050,25
506445,406400,23
506445,607351,22
506445,33471,22
506445,284112,21
506445,231455,21
506445,637293,20
506445,169713,20
506445,348307,20
506445,153722,19
506445,149930,19
506445,85562,19
506445,637778,18
506445,138129,18
506445,800948,18
506445,791422,18
506445,735502,18
506445,939877,17
506445,361031,17
506445,911419,17
506445,68677,17
506445,384988,17
506445,405952,17
506445,109782,16
506445,26500,16
506445,302776,16
506445,994664,16
385573,454177,29
385573,385908,27
385573,168087,26
385573,465327,25
385573,111635,23
385573,634540,22
385573,339282,21
385573,627761,18
385573,683067,17
385573,168298,17
385573,228540,17
385573,737508,17
385573,789237,17
385573,201356,16
385573,230772,15
385573,158574,14
385573,284189,14
385573,681522,13
385573,77174,13
385573,861515,13
385573,268275,13
385573,229150,12
385573,811322,11
385573,783880,11
385573,984363,11
385573,536100,10
385573,359918,10
385573,681371,9
385573,456039,9
385573,767782,9
488287,683050,63
488287,26500,55
488287,406400,43
488287,153722,43
488287,776758,41
488287,33471,40
488287,170755,38
488287,637293,35
488287,735502,33
488287,547933,33
488287,143411,31
488287,655448,31
488287,994664,30
488287,169713,30
488287,231864,29
488287,201814,29
488287,68677,29
488287,387268,29
488287,783441,29
488287,897957,29
488287,644851,29
488287,196950,29
488287,231455,29
488287,995791,29
488287,435540,28
488287,535181,28
488287,911419,28
488287,920717,28
488287,537040,27
488287,939877,27
339453,404983,24
339453,350356,22
339453,505694,21
339453,994664,20
339453,605781,19
339453,756507,19
339453,736652,18
339453,547933,17
339453,555997,17
339453,379565,17
339453,735815,16
339453,20031,16
339453,232434,16
339453,909273,16
339453,162704,16
339453,911419,16
339453,606164,15
339453,434217,15
339453,338814,15
339453,986789,14
339453,24484,14
339453,607351,13
339453,547275,13
339453,406400,13
339453,961772,13
339453,683261,13
339453,138637,13
339453,801488,13
339453,348307,13
339453,843626,13
966801,387891,14
966801,634190,14
966801,187096,11
966801,118804,9
966801,674544,9
966801,90750,9
966801,387004,9
966801,102628,9
966801,95897,7
966801,984363,7
966801,994664,7
966801,482272,6
966801,350906,6
966801,838126,6
966801,33471,6
966801,414856,6
966801,231864,6
966801,447769,6
966801,363822,6
966801,546644,5
966801,387268,5
966801,263448,5
966801,593324,5
966801,894239,5
966801,606452,5
966801,20945,5
966801,736652,5
966801,963787,5
966801,231455,5
966801,133333,4
371820,64928,38
371820,168087,34
371820,454177,30
371820,111635,26
371820,737508,25
371820,950726,25
371820,789237,23
371820,861515,22
371820,634540,21
371820,949342,21
371820,339474,21
371820,385908,20
371820,994946,20
371820,747491,20
371820,229150,19
371820,228540,19
371820,984363,19
371820,359918,18
371820,158574,18
371820,339282,17
371820,735869,16
371820,829616,16
371820,77174,15
371820,465327,15
371820,681371,15
371820,284189,14
371820,970498,14
371820,963545,14
371820,909475,14
371820,950003,13
339474,168087,55
339474,681371,37
339474,861515,35
339474,634540,35
339474,359918,31
339474,949342,31
339474,111635,30
339474,735869,30
339474,950003,28
339474,230772,27
339474,158574,27
339474,268275,26
339474,984363,26
339474,789237,25
339474,950726,25
339474,18665,25
339474,64928,25
339474,221062,24
339474,465327,24
339474,201356,23
339474,358068,22
339474,371820,21
339474,783880,21
339474,536849,21
339474,208511,20
339474,536420,20
339474,59161,19
339474,108514,19
339474,737508,18
339474,939877,17
949342,168087,42
949342,737508,41
949342,681371,37
949342,789237,37
949342,861515,35
949342,339474,31
949342,634540,30
949342,454177,30
949342,627761,28
949342,229150,26
949342,230772,25
949342,228540,25
949342,158574,24
949342,747491,23
949342,371820,21
949342,111635,21
949342,221062,21
949342,385908,20
949342,950003,20
949342,735869,19
949342,359918,19
949342,536849,18
949342,829616,18
949342,984363,18
949342,18665,17
949342,77174,17
949342,64928,17
949342,339282,17
949342,766774,15
949342,536420,15
202017,994664,25
202017,683050,23
202017,605224,21
202017,860721,21
202017,911419,21
202017,26500,21
202017,665092,20
202017,231864,19
202017,406400,19
202017,387268,19
202017,358288,19
202017,33471,18
202017,170755,18
202017,361031,18
202017,655448,18
202017,680986,18
202017,860982,17
202017,149930,17
202017,231455,16
202017,169713,16
202017,674544,16
202017,637293,16
202017,963787,16
202017,194910,15
202017,457522,15
202017,131059,15
202017,436879,15
202017,85310,15
202017,102588,15
202017,939877,14
349995,605917,11
349995,202776,10
349995,994664,10
349995,775840,10
349995,26500,10
349995,747190,10
349995,231864,10
349995,952442,10
349995,735502,10
349995,457522,10
349995,296490,9
349995,766748,9
349995,605224,9
349995,444717,8
349995,897957,8
349995,406999,8
349995,918922,8
349995,853702,8
349995,33471,8
349995,798084,8
349995,765308,8
349995,776758,8
349995,909182,8
349995,194344,8
349995,387891,8
349995,406400,8
349995,414856,8
349995,109594,8
349995,85562,8
349995,680986,8
879545,153722,14
879545,406400,12
879545,637293,11
879545,363822,11
879545,505694,11
879545,33471,10
879545,912284,10
879545,535181,10
879545,331801,10
879545,143411,10
879545,995791,10
879545,783441,9
879545,138129,9
879545,170755,9
879545,657291,9
879545,26500,9
879545,261470,9
879545,734346,9
879545,87299,9
879545,644851,9
879545,683050,9
879545,404025,9
879545,330110,9
879545,131310,9
879545,194344,9
879545,488287,9
879545,185046,9
879545,475434,9
879545,547933,8
879545,735502,8
860820,232215,29
860820,149930,27
860820,363301,25
860820,582014,24
860820,101393,24
860820,20031,22
860820,395611,21
860820,39362,21
860820,131618,21
860820,534037,21
860820,800948,21
860820,939415,20
860820,456039,19
860820,363822,19
860820,758884,18
860820,294618,18
860820,379565,18
860820,574084,17
860820,736652,17
860820,197923,17
860820,606164,17
860820,838716,17
860820,263318,16
860820,896621,16
860820,273822,16
860820,735815,16
860820,352702,16
860820,53983,16
860820,994664,16
860820,160411,15
933855,803982,40
933855,843626,37
933855,736652,31
933855,111337,31
933855,168298,30
933855,754420,29
933855,839311,26
933855,287210,26
933855,952959,25
933855,338183,23
933855,363950,23
933855,605781,22
933855,781037,22
933855,210356,21
933855,111635,21
933855,698672,20
933855,404983,20
933855,822198,19
933855,232434,19
933855,546644,19
933855,605917,19
933855,637414,19
933855,537134,19
933855,350486,18
933855,131618,18
933855,582014,18
933855,379565,17
933855,637936,17
933855,464228,17
933855,869295,17
683067,634540,40
683067,454177,39
683067,168087,37
683067,465327,35
683067,737508,35
683067,861515,29
683067,230772,28
683067,228540,27
683067,111635,26
683067,359918,26
683067,201356,25
683067,536849,23
683067,681371,23
683067,385908,23
683067,77174,22
683067,627761,21
683067,108514,20
683067,35970,20
683067,783880,20
683067,221062,20
683067,268275,20
683067,158574,18
683067,385573,17
683067,64928,17
683067,852650,16
683067,788335,14
683067,950003,14
683067,339282,14
683067,984363,14
683067,229150,14
358487,607351,15
358487,505694,15
358487,350356,14
358487,735815,12
358487,637293,10
358487,606164,10
358487,801021,10
358487,100913,10
358487,33471,10
358487,574278,10
358487,994664,10
358487,50997,10
358487,813416,9
358487,406400,9
358487,333208,9
358487,45557,9
358487,160411,9
358487,138637,9
358487,369562,9
358487,547933,9
358487,331801,9
358487,338814,9
358487,153165,9
358487,581982,8
358487,163885,8
358487,644654,8
358487,707349,8
358487,194344,8
358487,302776,8
358487,683261,8
897957,406400,84
897957,26500,73
897957,776758,60
897957,683050,60
897957,33471,58
897957,994664,58
897957,939877,53
897957,169713,52
897957,505694,51
897957,153722,50
897957,231864,47
897957,655448,46
897957,196950,46
897957,952442,45
897957,435043,45
897957,735502,43
897957,404025,43
897957,680986,42
897957,887867,41
897957,605224,41
897957,637293,40
897957,363822,39
897957,755556,39
897957,138129,39
897957,415224,38
897957,17896,38
897957,68677,37
897957,765308,37
897957,918922,36
897957,435540,36
537040,406400,54
537040,26500,41
537040,153722,37
537040,683050,35
537040,963787,32
537040,33471,32
537040,994664,32
537040,68677,30
537040,776758,30
537040,435540,29
537040,138129,28
537040,505694,27
537040,488287,27
537040,918922,27
537040,296490,27
537040,598704,26
537040,169713,26
537040,231864,25
537040,535357,25
537040,196950,25
537040,829911,23
537040,897957,23
537040,765308,23
537040,231455,23
537040,109782,23
537040,920717,23
537040,655448,23
537040,194344,23
537040,766748,23
537040,783441,22
832998,555997,50
832998,607351,43
832998,735815,41
832998,85254,33
832998,20031,33
832998,706776,32
832998,505694,30
832998,574084,30
832998,100913,29
832998,456039,29
832998,350356,28
832998,71271,27
832998,286704,27
832998,920717,26
832998,406400,25
832998,606164,25
832998,547933,25
832998,507267,24
832998,118846,24
832998,758884,24
832998,482695,23
832998,911419,23
832998,149930,23
832998,535632,23
832998,886018,23
832998,535725,23
832998,800948,22
832998,284112,22
832998,258717,22
832998,302776,21
445127,683050,40
445127,555857,33
445127,26500,31
445127,547933,30
445127,231455,30
445127,637293,28
445127,994664,28
445127,783441,27
445127,776758,27
445127,169713,26
445127,598704,24
445127,330110,23
445127,358288,22
445127,85562,22
445127,143411,21
445127,387268,20
445127,705000,19
445127,735502,19
445127,488287,19
445127,33471,19
445127,655448,19
445127,699384,19
445127,361031,18
445127,406400,18
445127,271501,18
445127,564749,17
445127,151203,17
445127,20031,17
445127,138129,17
445127,546344,16
467757,101538,17
467757,284112,16
467757,758884,16
467757,706776,16
467757,286704,15
467757,405952,15
467757,734346,14
467757,987133,14
467757,735815,14
467757,39362,13
467757,829911,13
467757,800948,13
467757,766437,13
467757,456039,13
467757,350356,11
467757,499879,11
467757,567228,11
467757,832998,10
467757,53983,10
467757,607351,10
467757,211534,10
467757,195919,10
467757,163885,10
467757,555171,10
467757,219936,9
467757,475434,9
467757,968982,9
467757,385448,9
467757,798236,9
467757,138605,9
319860,994664,36
319860,406400,33
319860,302776,29
319860,606164,26
319860,897957,25
319860,505694,24
319860,33471,24
319860,776758,24
319860,196950,23
319860,861764,22
319860,338814,22
319860,535181,22
319860,939877,22
319860,605224,22
319860,20031,22
319860,138129,21
319860,690883,20
319860,100913,20
319860,363822,20
319860,384002,20
319860,547933,20
319860,26500,20
319860,963685,19
319860,138637,19
319860,435540,19
319860,330110,19
319860,350356,19
319860,231864,18
319860,169713,18
319860,109782,18
879987,994664,16
879987,151223,13
879987,637293,11
879987,387268,10
879987,860982,10
879987,851293,10
879987,201274,9
879987,791422,9
879987,557679,9
879987,201814,9
879987,414856,9
879987,680986,9
879987,358288,9
879987,482484,9
879987,456039,8
879987,333742,8
879987,735502,8
879987,683050,8
879987,118804,7
879987,895851,7
879987,863416,7
879987,284683,7
879987,33471,7
879987,843412,7
879987,535181,7
879987,231864,7
879987,546344,7
879987,860721,7
879987,406110,7
879987,783441,7
829616,404983,50
829616,767782,47
829616,811322,47
829616,736308,43
829616,20031,42
829616,970498,40
829616,454177,39
829616,229150,37
829616,754832,37
829616,831088,34
829616,547933,33
829616,270472,33
829616,736652,33
829616,994664,30
829616,456650,30
829616,737508,28
829616,581790,28
829616,605224,28
829616,338469,27
829616,228540,26
829616,505694,26
829616,683261,25
829616,997377,25
829616,111635,25
829616,350356,25
829616,26254,25
829616,606164,25
829616,359918,24
829616,931453,24
829616,871439,24
506347,406400,35
506347,26500,31
506347,683050,27
506347,231455,25
506347,564749,24
506347,153722,24
506347,387268,23
506347,994664,22
506347,170755,22
506347,33471,21
506347,598704,21
506347,637293,21
506347,535181,20
506347,783441,20
506347,488287,19
506347,387891,19
506347,169713,18
506347,655448,18
506347,963685,18
506347,776758,18
506347,546344,18
506347,920717,18
506347,822573,17
506347,20031,17
506347,547933,17
506347,535357,17
506347,196950,17
506347,735502,16
506347,138129,16
506347,851293,15
223644,20031,13
223644,162704,11
223644,131618,11
223644,404983,10
223644,930317,9
223644,736652,9
223644,26254,9
223644,843626,9
223644,811322,9
223644,767782,7
223644,756068,7
223644,754456,7
223644,379565,7
223644,782703,7
223644,829616,7
223644,50997,6
223644,185046,6
223644,606346,6
223644,896621,6
223644,902153,6
223644,232434,6
223644,118846,6
223644,270472,6
223644,922327,6
223644,547933,5
223644,456648,5
223644,736308,5
223644,606164,5
223644,861764,5
223644,333308,5
95089,20031,51
95089,363822,42
95089,505694,41
95089,160411,40
95089,456039,37
95089,606164,36
95089,406400,35
95089,404983,34
95089,736652,34
95089,911419,31
95089,871439,31
95089,909273,31
95089,100913,30
95089,384002,30
95089,994664,30
95089,302776,30
95089,348307,29
