source,target,similarity_ranking
607636,895413,11
607636,506614,10
607636,480009,10
607636,811322,10
385908,454177,56
385908,634540,46
385908,789237,44
385908,737508,40
385908,77174,40
385908,111635,39
385908,861515,34
385908,158574,34
385908,168087,33
385908,228540,33
385908,735869,31
385908,385573,27
385908,783880,27
385908,922667,26
385908,339282,24
385908,465327,23
385908,683067,23
385908,268275,22
385908,811322,22
385908,284189,22
385908,909475,21
385908,939877,21
385908,229150,21
385908,359918,21
385908,387872,21
385908,64928,20
385908,949342,20
385908,371820,20
385908,201356,19
385908,923817,17
162061,379565,18
162061,287210,17
162061,736652,17
162061,168298,15
162061,102628,13
162061,131618,11
162061,210356,11
162061,781037,10
162061,869295,10
162061,582014,10
162061,637414,10
162061,404983,10
162061,386592,10
162061,754420,9
162061,803982,9
162061,839311,9
162061,949057,9
162061,843626,8
162061,187096,8
162061,580947,7
162061,360254,7
162061,26254,6
162061,90187,6
162061,698672,6
162061,239362,6
162061,111337,6
162061,232434,6
162061,707234,6
162061,536420,6
162061,952959,6
455633,33471,24
455633,406400,22
455633,26500,21
455633,683050,20
455633,153722,19
455633,654899,19
455633,994664,19
455633,776758,18
455633,637293,17
455633,170755,17
455633,231455,16
455633,918922,15
455633,564749,14
455633,963787,14
455633,505694,14
455633,860721,14
455633,488287,14
455633,737188,14
455633,231864,14
455633,138129,13
455633,535357,13
455633,939877,13
455633,995791,13
455633,911419,13
455633,823327,13
455633,232528,12
455633,535181,12
455633,194910,12
455633,557679,12
455633,655448,12
949620,406400,25
949620,994664,24
949620,505694,24
949620,952442,22
949620,897957,22
949620,231864,21
949620,735502,21
949620,138637,19
949620,776758,19
949620,387891,18
949620,674544,18
949620,26500,18
949620,132630,17
949620,33471,17
949620,153722,16
949620,196950,16
949620,887867,16
949620,457522,16
949620,683261,15
949620,963685,15
949620,581790,15
949620,918922,15
949620,535181,14
949620,605917,14
949620,194344,14
949620,546344,14
949620,202776,14
949620,911419,14
949620,605224,14
949620,100913,14
74714,350356,22
74714,581790,20
74714,85636,20
74714,406400,18
74714,20303,18
74714,911419,18
74714,100913,17
74714,839720,16
74714,505694,16
74714,482579,16
74714,897957,15
74714,415224,15
74714,285211,15
74714,909273,15
74714,920717,14
74714,537016,14
74714,384002,14
74714,776758,14
74714,606164,14
74714,435199,14
74714,319860,13
74714,338814,13
74714,40152,13
74714,483022,13
74714,961772,13
74714,17896,13
74714,939877,13
74714,118846,12
74714,655448,12
74714,385149,12
912284,952442,27
912284,363822,24
912284,138129,21
912284,331801,21
912284,108514,20
912284,605224,20
912284,33471,20
912284,564749,18
912284,505694,18
912284,911419,17
912284,20031,17
912284,995791,17
912284,194344,16
912284,683050,16
912284,68677,15
912284,637293,15
912284,822198,15
912284,25678,15
912284,50997,15
912284,153722,15
912284,657291,14
912284,832318,14
912284,406400,14
912284,218080,13
912284,149930,13
912284,680843,13
912284,737188,13
912284,456039,13
912284,895851,12
912284,605917,12
783016,683050,17
783016,118804,16
783016,994664,13
783016,547933,13
783016,358288,12
783016,87645,12
783016,361031,12
783016,405125,11
783016,605781,11
783016,284112,11
783016,71271,11
783016,606164,11
783016,85562,10
783016,131472,10
783016,350906,10
783016,591465,10
783016,534037,10
783016,33471,10
783016,195919,10
783016,783441,10
783016,405952,10
783016,800948,9
783016,201814,9
783016,902793,9
783016,86307,9
783016,699384,9
783016,151203,9
783016,151132,9
783016,363822,9
783016,168319,8
506088,404983,16
506088,582014,16
506088,952959,13
506088,300842,11
506088,736652,11
506088,229150,10
506088,350486,10
506088,168298,10
506088,606346,8
506088,829616,8
506088,232434,8
506088,18665,8
506088,379565,8
506088,339474,8
506088,735869,8
506088,339453,7
506088,811322,7
506088,736308,7
506088,707420,7
506088,17361,7
506088,187828,7
506088,843626,7
506088,949342,7
506088,681522,7
506088,131618,6
506088,754456,6
506088,26254,6
506088,456648,6
506088,896621,6
506088,20031,6
273154,231864,18
273154,755556,16
273154,605224,16
273154,26500,15
273154,33471,13
273154,202776,13
273154,680986,13
273154,918922,13
273154,644851,13
273154,194344,13
273154,776758,13
273154,483705,13
273154,747190,12
273154,406400,12
273154,911419,12
273154,505694,12
273154,435043,12
273154,77142,12
273154,68677,12
273154,683261,11
273154,766748,11
273154,480009,11
273154,674127,11
273154,798084,11
273154,634411,11
273154,153722,11
273154,296490,11
273154,897957,11
273154,415224,11
273154,387891,11
606168,911419,22
606168,655810,22
606168,287244,21
606168,33471,17
606168,953985,16
606168,994664,16
606168,363822,16
606168,196950,15
606168,581790,15
606168,131806,14
606168,100913,14
606168,20031,14
606168,483705,14
606168,231864,14
606168,747190,14
606168,434217,14
606168,36921,13
606168,644851,13
606168,95469,13
606168,480583,13
606168,683050,12
606168,218180,12
606168,900405,12
606168,537116,12
606168,231802,12
606168,537016,12
606168,798084,12
606168,851293,12
606168,414856,11
606168,194344,11
131472,800948,36
131472,405952,31
131472,286704,26
131472,737414,24
131472,683050,24
131472,783657,23
131472,758884,22
131472,87645,21
131472,406400,21
131472,284112,21
131472,902793,21
131472,219936,21
131472,591465,20
131472,547933,20
131472,319226,19
131472,688322,19
131472,232627,18
131472,861257,18
131472,323828,18
131472,499879,18
131472,706776,17
131472,11771,17
131472,201814,16
131472,211587,16
131472,202651,16
131472,185400,16
131472,781581,16
131472,384988,15
131472,598704,15
131472,243544,15
49823,454177,30
49823,634540,23
49823,228540,23
49823,737508,22
49823,627761,21
49823,861515,18
49823,230772,17
49823,201356,17
49823,683067,13
49823,681371,13
49823,385908,13
49823,168087,12
49823,783880,12
49823,465327,12
49823,284189,11
49823,536849,11
49823,950003,11
49823,35970,11
49823,949342,10
49823,229150,10
49823,111635,10
49823,359918,9
49823,829616,9
49823,77174,9
49823,153165,9
49823,268275,9
49823,108514,9
49823,456039,8
49823,682104,8
49823,59161,8
263851,505694,29
263851,406400,25
263851,194344,24
263851,153722,22
263851,26500,22
263851,33471,22
263851,435540,21
263851,994664,21
263851,138129,20
263851,20031,20
263851,822198,20
263851,231455,20
263851,860982,20
263851,911419,19
263851,333742,19
263851,363822,19
263851,637293,18
263851,961772,18
263851,918922,18
263851,909273,18
263851,997377,18
263851,535357,17
263851,68677,17
263851,683050,17
263851,963685,16
263851,482272,16
263851,683261,16
263851,680986,16
263851,535181,15
263851,735502,15
130579,406400,32
130579,683050,30
130579,169713,30
130579,33471,26
130579,201814,24
130579,737414,23
130579,505694,22
130579,535181,22
130579,994664,20
130579,26500,20
130579,783441,19
130579,735502,18
130579,330110,17
130579,598704,17
130579,776758,17
130579,606164,17
130579,911419,17
130579,87299,16
130579,920717,16
130579,897957,16
130579,170755,16
130579,637293,16
130579,20031,15
130579,547933,15
130579,194910,15
130579,143411,15
130579,605224,15
130579,555857,15
130579,456039,15
130579,149930,15
330139,994664,18
330139,851293,13
330139,26500,11
330139,434217,11
330139,406400,11
330139,33471,11
330139,860721,11
330139,130216,10
330139,333208,10
330139,606168,10
330139,20031,10
330139,387268,9
330139,952442,9
330139,911419,9
330139,680986,9
330139,860982,9
330139,87299,9
330139,515033,9
330139,457522,9
330139,655448,9
330139,913194,9
330139,598704,8
330139,196950,8
330139,656142,8
330139,231802,8
330139,270482,8
330139,683050,8
330139,143411,8
330139,231455,8
330139,705786,8
331801,406400,43
331801,607351,43
331801,505694,39
331801,33471,38
331801,138129,33
331801,994664,32
331801,100913,31
331801,735815,31
331801,637293,31
331801,194344,31
331801,920717,30
331801,911419,30
331801,153722,29
331801,735502,29
331801,68677,28
331801,149930,27
331801,26500,27
331801,258717,27
331801,706776,27
331801,20031,27
331801,456039,26
331801,85254,25
331801,201814,24
331801,657034,24
331801,330110,24
331801,302776,24
331801,734346,24
331801,243399,23
331801,995791,23
331801,482272,23
984363,168087,47
984363,465327,47
984363,111635,46
984363,230772,40
984363,861515,38
984363,201356,36
984363,634540,35
984363,681371,34
984363,268275,34
984363,64928,32
984363,158574,29
984363,536849,29
984363,950003,28
984363,318640,28
984363,789237,27
984363,20945,27
984363,221062,27
984363,339474,26
984363,735869,25
984363,897957,24
984363,900405,24
984363,950726,23
984363,852650,23
984363,359918,23
984363,860675,22
984363,108514,21
984363,25678,21
984363,783880,20
984363,674544,20
984363,35970,20
606164,20031,111
606164,505694,110
606164,607351,100
606164,406400,95
606164,350356,86
606164,547933,83
606164,735815,83
606164,160411,76
606164,994664,65
606164,338814,65
606164,800948,63
606164,348307,63
606164,961772,62
606164,100913,61
606164,243399,61
606164,33471,60
606164,163885,56
606164,384002,54
606164,109782,53
606164,286704,53
606164,920717,53
606164,333742,52
606164,535181,51
606164,683261,51
606164,861764,50
606164,707349,47
606164,456039,47
606164,284112,47
606164,270472,47
606164,871439,47
682104,735815,37
682104,456039,31
682104,607351,25
682104,574084,23
682104,202651,21
682104,782323,20
682104,405952,19
682104,758884,19
682104,606164,19
682104,800948,19
682104,482695,18
682104,706776,18
682104,286704,17
682104,53983,17
682104,809608,16
682104,363301,16
682104,555997,16
682104,230772,16
682104,39362,16
682104,666220,15
682104,734346,15
682104,535632,15
682104,350356,14
682104,395611,14
682104,71271,14
682104,766437,14
682104,243399,14
682104,607940,14
682104,108514,14
682104,333519,14
435540,33471,69
435540,406400,65
435540,505694,62
435540,153722,56
435540,776758,50
435540,26500,46
435540,535357,42
435540,196950,42
435540,911419,41
435540,194344,41
435540,535181,40
435540,338183,39
435540,138129,38
435540,68677,38
435540,994664,37
435540,20031,37
435540,637293,37
435540,918922,37
435540,897957,36
435540,963787,36
435540,338814,36
435540,296490,36
435540,231455,34
435540,482484,34
435540,284436,33
435540,605224,32
435540,109782,31
435540,350356,31
435540,920717,31
435540,683261,29
71271,735815,47
71271,607351,36
71271,574084,35
71271,706776,33
71271,534037,32
71271,20031,32
71271,555997,30
71271,163885,29
71271,363301,28
71271,832998,27
71271,350356,27
71271,535632,27
71271,758884,27
71271,85254,27
71271,800948,27
71271,507267,26
71271,395611,26
71271,535725,26
71271,286704,25
71271,232400,25
71271,482695,25
71271,505694,25
71271,149930,23
71271,456039,23
71271,606164,23
71271,232215,23
71271,581982,23
71271,547933,23
71271,53983,22
71271,385448,22
50671,897957,9
50671,952442,8
50671,33471,7
50671,911419,7
50671,231864,7
50671,853702,7
50671,426444,6
50671,170755,6
50671,331801,6
50671,951046,6
50671,756099,6
50671,755556,6
50671,698881,6
50671,202776,6
50671,994664,6
50671,197957,6
50671,132630,6
50671,196950,6
50671,414856,6
50671,680986,6
50671,546344,6
50671,912284,5
50671,747190,5
50671,260800,5
50671,26500,5
50671,755521,5
50671,515033,5
50671,630853,5
50671,338018,5
50671,675594,5
830016,505694,36
830016,406400,27
830016,350356,24
830016,20031,20
830016,605224,20
830016,100913,19
830016,606164,18
830016,997377,18
830016,683261,18
830016,109782,17
830016,961772,17
830016,707349,16
830016,36369,16
830016,714008,15
830016,547933,15
830016,330110,15
830016,994664,14
830016,483022,14
830016,194344,14
830016,909273,14
830016,348307,13
830016,338814,12
830016,607351,12
830016,811322,12
830016,776758,12
830016,434549,12
830016,285211,12
830016,68677,11
830016,185046,11
830016,861764,11
302776,363822,62
302776,547933,56
302776,406400,54
302776,736652,54
302776,994664,54
302776,131618,50
302776,20031,47
302776,59067,46
302776,607351,46
302776,26254,43
302776,683050,43
302776,555997,42
302776,456039,42
302776,350356,40
302776,258717,40
302776,911419,39
302776,20303,38
302776,776758,38
302776,505694,38
302776,85562,37
302776,887867,37
302776,606164,37
302776,68677,36
302776,822198,36
302776,26500,35
302776,853702,35
302776,605224,35
302776,85254,35
302776,100913,35
302776,546344,35
201040,606096,28
201040,185400,28
201040,606164,18
201040,567228,17
201040,781581,16
201040,427241,16
201040,580510,15
201040,535725,15
201040,758884,15
201040,581982,15
201040,735815,15
201040,555997,13
201040,800948,12
201040,482695,12
201040,607351,12
201040,53983,11
201040,258717,11
201040,734346,11
201040,118846,11
201040,766437,11
201040,706776,11
201040,823531,11
201040,342967,11
201040,350356,11
201040,555171,10
201040,85254,10
201040,163885,10
201040,333208,10
201040,384002,10
201040,405952,9
36690,606164,11
36690,782323,10
36690,535725,8
36690,20031,8
36690,342967,8
36690,149930,8
36690,952279,8
36690,698961,8
36690,705781,7
36690,580510,7
36690,607351,7
36690,53983,7
36690,801150,7
36690,567228,7
36690,758884,7
36690,333208,7
36690,800948,6
36690,735815,6
36690,130004,6
36690,829911,6
36690,201040,6
36690,243399,5
36690,263318,5
36690,361031,5
36690,902153,5
36690,821696,5
36690,547933,5
36690,456039,5
36690,482695,5
36690,101393,5
231802,384002,41
231802,387891,41
231802,363822,38
231802,683050,32
231802,26500,30
231802,994664,28
231802,406400,28
231802,196950,26
231802,33471,26
231802,766748,25
231802,783441,24
231802,546644,24
231802,17126,24
231802,605917,23
231802,68677,22
231802,20031,22
231802,169713,22
231802,302776,22
231802,920717,22
231802,698881,22
231802,143411,22
231802,505694,22
231802,637936,21
231802,488287,21
231802,201814,21
231802,843626,20
231802,776758,20
231802,555997,20
231802,911419,20
231802,535725,19
833761,505694,22
833761,270472,22
833761,457312,17
833761,160411,17
833761,606164,16
833761,997377,16
833761,348307,16
833761,456039,16
833761,952279,16
833761,909273,15
833761,40152,15
833761,838716,15
833761,404983,15
833761,33471,14
833761,20031,14
833761,338814,13
833761,911419,13
833761,456650,13
833761,26354,13
833761,406400,13
833761,350278,13
833761,271452,12
833761,707349,12
833761,338469,12
833761,683261,12
833761,920717,12
833761,101822,12
833761,831088,12
833761,843626,12
833761,735502,12
303199,20031,21
303199,406400,19
303199,920717,19
303199,201814,17
303199,149930,17
303199,33471,16
303199,384002,15
303199,68677,15
303199,598704,14
303199,798236,14
303199,100913,14
303199,261470,14
303199,547933,14
303199,843412,14
303199,474036,13
303199,153722,13
303199,644851,13
303199,607351,13
303199,683050,13
303199,26500,13
303199,36369,13
303199,231455,12
303199,791422,12
303199,823327,11
303199,994664,11
303199,87299,11
303199,555857,11
303199,435540,11
303199,995791,11
303199,465698,11
704580,683050,19
704580,169713,15
704580,358288,13
704580,755556,12
704580,465698,12
704580,655448,12
704580,17896,12
704580,776758,12
704580,435043,11
704580,939877,11
704580,656573,11
704580,505785,10
704580,231864,9
704580,838716,9
704580,897957,9
704580,352561,9
704580,838126,9
704580,338018,8
704580,26500,8
704580,296490,7
704580,404025,7
704580,153722,7
704580,185046,7
704580,911419,7
704580,85562,6
704580,118752,6
704580,774341,6
704580,138605,6
704580,705786,6
704580,994664,6
886018,555997,30
886018,153722,25
886018,36369,24
886018,832998,23
886018,505694,22
886018,153165,22
886018,911419,21
886018,118846,20
886018,33471,19
886018,338183,18
886018,406400,17
886018,201814,17
886018,434217,17
886018,350356,17
886018,231864,17
886018,435540,17
886018,331801,16
886018,995791,16
886018,302776,15
886018,20031,15
886018,100913,15
886018,53568,15
886018,706776,15
886018,194344,15
886018,897957,15
886018,26500,15
886018,338814,14
886018,607940,14
886018,196950,14
886018,735502,14
406510,683050,21
406510,261470,18
406510,169713,17
406510,783657,15
406510,195919,15
406510,821696,14
406510,149930,14
406510,735815,13
406510,607351,13
406510,800948,13
406510,456039,13
406510,20031,12
406510,11771,12
406510,163885,12
406510,151203,11
406510,219936,11
406510,211587,11
406510,201814,11
406510,202651,11
406510,698961,11
406510,286704,11
406510,535632,11
406510,138129,10
406510,33295,10
406510,902793,10
406510,194910,10
406510,406576,10
406510,547933,10
406510,567228,10
406510,832998,10
232352,404983,18
232352,811322,17
232352,939877,17
232352,789237,16
232352,454177,16
232352,829616,15
232352,547933,15
232352,229150,14
232352,385908,13
232352,994664,12
232352,20031,12
232352,605224,12
232352,95116,11
232352,737508,11
232352,456039,10
232352,270472,10
232352,406400,10
232352,861515,10
232352,736652,10
232352,606164,10
232352,435043,10
232352,26254,10
232352,922667,10
232352,26500,10
232352,77174,9
232352,970498,9
232352,735502,9
232352,483022,9
232352,68677,9
232352,284436,9
581982,735815,43
581982,555997,41
581982,350356,40
581982,607351,38
581982,85254,36
581982,606164,36
581982,163885,35
581982,535725,32
581982,505694,32
581982,535632,30
581982,284112,29
581982,20031,28
581982,258717,27
581982,734346,26
581982,756507,26
581982,567228,26
581982,758884,26
581982,100913,25
581982,829911,24
581982,574084,24
581982,482695,24
581982,71271,23
581982,920717,23
581982,688322,23
581982,547933,23
581982,384093,22
581982,286704,22
581982,813416,21
581982,994664,21
581982,800948,21
800948,286704,71
800948,607351,69
800948,735815,68
800948,284112,65
800948,606164,63
800948,405952,63
800948,547933,62
800948,163885,59
800948,406400,58
800948,20031,55
800948,758884,54
800948,149930,53
800948,39362,50
800948,535632,46
800948,505694,45
800948,902793,44
800948,706776,43
800948,395611,43
800948,85254,41
800948,53983,41
800948,456039,40
800948,567228,39
800948,535725,39
800948,160411,38
800948,348307,38
800948,534037,38
800948,350356,37
800948,986789,37
800948,131472,36
800948,499879,35
202776,952442,48
202776,755556,44
202776,680986,41
202776,994664,41
202776,33471,40
202776,406400,40
202776,26500,34
202776,505694,34
202776,860982,33
202776,897957,33
202776,231864,33
202776,483705,32
202776,798084,32
202776,918922,30
202776,194344,30
202776,605917,30
202776,775840,29
202776,196950,28
202776,387004,28
202776,132630,28
202776,887867,27
202776,535357,27
202776,909273,26
202776,895851,26
202776,765308,25
202776,911419,25
202776,435540,24
202776,593448,24
202776,138129,24
202776,605224,24
18665,339474,25
18665,168087,23
18665,681371,21
18665,861515,21
18665,158574,20
18665,735869,19
18665,230772,18
18665,860675,18
18665,64928,17
18665,229150,17
18665,208065,17
18665,949342,17
18665,811322,16
18665,359918,15
18665,852650,15
18665,358068,14
18665,111635,14
18665,950726,14
18665,950003,14
18665,100192,13
18665,644851,12
18665,208511,12
18665,747491,12
18665,767782,12
18665,984363,11
18665,201356,11
18665,823327,11
18665,831088,11
18665,228540,10
18665,605224,10
152017,338018,15
152017,939877,15
152017,683050,14
152017,838126,13
152017,352561,12
152017,505785,12
152017,269563,12
152017,358288,12
152017,169713,11
152017,29937,11
152017,656573,11
152017,26500,11
152017,605224,9
152017,404025,9
152017,897957,9
152017,85562,8
152017,435043,8
152017,735011,8
152017,939781,8
152017,187136,7
152017,682149,7
152017,737414,7
152017,950962,7
152017,17896,7
152017,406400,7
152017,580541,6
152017,930431,6
152017,781037,6
152017,599051,6
152017,606262,5
783441,683050,76
783441,26500,51
783441,406400,48
783441,85562,47
783441,735502,46
783441,547933,46
783441,637293,43
783441,994664,43
783441,598704,42
783441,231455,41
783441,143411,40
783441,153722,39
783441,33471,37
783441,776758,37
783441,170755,36
783441,655448,35
783441,387268,34
783441,169713,34
783441,196950,33
783441,555857,33
783441,231864,32
783441,737414,31
783441,414856,31
783441,201814,30
783441,699384,30
783441,330110,30
783441,547275,29
783441,488287,29
783441,358288,29
783441,939877,28
77020,607351,10
77020,232016,9
77020,149930,7
77020,902793,7
77020,384988,7
77020,286704,7
77020,499879,7
77020,656142,7
77020,68677,7
77020,920717,7
77020,625089,7
77020,138605,6
77020,564749,6
77020,790421,6
77020,252601,6
77020,447769,6
77020,284112,6
77020,304344,6
77020,151132,6
77020,87645,6
77020,414856,6
77020,598704,6
77020,271501,6
77020,547933,6
77020,555857,6
77020,737414,6
77020,783657,6
77020,994664,5
77020,754402,4
77020,194910,4
286704,607351,75
286704,800948,71
286704,284112,64
286704,735815,55
286704,606164,53
286704,405952,51
286704,758884,48
286704,535632,47
286704,149930,46
286704,384988,46
286704,567228,44
286704,163885,44
286704,39362,43
286704,456039,41
286704,20031,39
286704,406400,39
286704,85254,38
286704,232627,38
286704,499879,37
286704,968982,37
286704,384093,37
286704,535725,36
286704,505694,35
286704,202651,34
286704,219936,33
286704,371775,32
286704,534037,32
286704,547933,32
286704,53983,31
286704,348307,31
716612,681076,17
716612,26500,15
716612,20031,15
716612,680986,15
716612,138129,13
716612,302776,13
716612,202776,13
716612,196950,13
716612,994664,13
716612,33471,13
716612,482695,13
716612,735502,12
716612,644851,12
716612,607351,12
716612,961772,12
716612,231864,12
716612,887867,12
716612,911419,11
716612,406400,11
716612,194344,11
716612,683050,11
716612,637293,11
716612,918922,11
716612,197957,11
716612,149930,11
716612,68677,11
716612,387268,11
716612,765308,11
716612,860982,10
716612,605917,10
735011,406400,30
735011,897957,23
735011,435043,21
735011,755556,20
735011,536420,19
735011,202490,19
735011,683050,19
735011,187828,18
735011,26500,18
735011,886209,17
735011,379565,17
735011,231864,16
735011,505785,16
735011,680986,16
735011,994664,15
735011,17896,15
735011,505694,15
735011,851293,15
735011,963787,15
735011,68677,15
735011,100192,15
735011,102628,14
735011,415224,14
735011,605224,14
735011,131806,14
735011,169713,14
735011,338018,14
735011,363950,13
735011,196950,13
735011,939877,13
338814,505694,87
338814,406400,67
338814,606164,65
338814,100913,65
338814,350356,63
338814,160411,55
338814,384002,54
338814,911419,52
338814,994664,51
338814,109782,50
338814,535181,49
338814,997377,49
338814,776758,48
338814,20031,47
338814,920717,44
338814,33471,43
338814,483022,43
338814,555997,41
338814,404983,41
338814,683261,39
338814,607351,39
338814,961772,39
338814,138637,38
338814,333208,38
338814,707349,37
338814,40152,37
338814,735502,37
338814,153722,36
338814,333742,36
338814,26500,36
625089,20031,37
625089,994664,37
625089,547933,30
625089,606164,27
625089,406400,25
625089,361031,23
625089,505694,22
625089,231455,22
625089,333742,22
625089,606738,19
625089,33471,19
625089,185046,19
625089,754402,19
625089,535181,18
625089,414856,18
625089,359918,18
625089,170755,18
625089,231864,18
625089,100913,18
625089,939877,17
625089,838126,17
625089,194910,17
625089,736652,17
625089,358288,17
625089,363822,17
625089,270472,16
625089,776758,16
625089,683050,16
625089,302776,16
625089,151223,16
583440,789237,16
583440,158574,12
583440,168087,12
583440,465327,12
583440,767782,10
583440,683067,10
583440,229150,10
583440,339282,9
583440,634540,9
583440,802913,9
583440,505797,8
583440,359918,8
583440,467319,8
583440,454177,7
583440,950003,7
583440,221062,7
583440,111635,7
583440,737508,6
583440,829616,6
583440,811322,6
583440,657291,6
583440,363823,6
583440,783880,6
583440,80140,6
583440,860675,5
583440,230772,5
583440,151106,5
583440,534602,5
583440,627761,4
583440,208065,4
505785,939877,34
505785,897957,33
505785,605224,30
505785,187136,30
505785,406400,28
505785,683050,28
505785,435043,27
505785,939781,25
505785,269563,24
505785,547275,23
505785,359918,22
505785,153722,22
505785,505694,21
505785,995213,21
505785,655448,21
505785,338183,20
505785,285211,20
505785,26500,20
505785,930431,19
505785,851293,19
505785,296490,18
505785,338018,18
505785,755556,18
505785,887867,17
505785,682021,17
505785,565511,17
505785,465698,17
505785,352561,17
505785,656573,16
505785,735011,16
664545,363822,12
664545,637936,11
664545,546644,9
664545,59067,7
664545,961772,6
664545,387891,6
664545,657291,6
664545,546344,6
664545,605917,6
664545,822198,5
664545,434217,5
664545,302776,5
664545,435584,5
664545,887867,5
664545,187096,4
664545,699384,4
664545,736652,4
664545,231802,4
664545,131618,4
664545,338183,4
664545,36369,3
664545,909475,3
664545,197957,3
664545,682112,3
664545,26254,3
664545,535725,3
664545,185145,3
664545,911419,3
664545,829911,3
664545,232434,3
301721,20031,43
301721,994664,40
301721,160411,40
301721,270472,35
301721,606164,33
301721,791422,32
301721,547933,30
301721,767782,30
301721,736652,30
301721,309907,29
301721,363822,29
301721,505694,28
301721,338814,28
301721,100913,28
301721,970498,28
301721,871439,27
301721,637293,27
301721,997377,25
301721,911419,25
301721,838716,24
301721,952279,24
301721,434217,24
301721,149930,24
301721,404983,24
301721,348307,24
301721,95089,24
301721,961772,24
301721,33471,23
301721,330110,23
301721,406400,23
480583,333208,31
480583,911419,29
480583,994664,23
480583,20031,20
480583,505694,20
480583,680986,19
480583,350356,19
480583,909273,19
480583,270482,19
480583,606164,19
480583,404983,18
480583,997377,17
480583,406400,16
480583,604000,16
480583,414856,16
480583,822198,16
480583,338814,15
480583,953985,14
480583,665092,14
480583,197957,14
480583,851293,14
480583,961772,14
480583,547933,14
480583,747190,14
480583,385149,14
480583,243399,14
480583,100913,14
480583,68677,14
480583,606168,13
480583,918922,13
268275,861515,57
268275,111635,50
268275,359918,45
268275,465327,44
268275,201356,40
268275,168087,36
268275,634540,35
268275,984363,34
268275,230772,33
268275,339474,26
268275,811322,26
268275,35970,26
268275,284189,24
268275,681371,24
268275,454177,24
268275,158574,24
268275,536849,24
268275,221062,24
268275,228540,23
268275,387872,22
268275,318640,22
268275,64928,22
268275,229150,22
268275,385908,22
268275,783880,21
268275,755213,21
268275,683067,20
268275,852650,20
268275,950726,18
268275,108514,18
71472,822198,10
71472,434217,9
71472,342967,9
71472,911419,9
71472,243399,9
71472,735502,9
71472,960093,9
71472,270472,9
71472,338814,9
71472,301378,9
71472,333208,9
71472,863416,7
71472,755673,6
71472,832998,6
71472,101822,6
71472,871439,6
71472,53414,6
71472,821069,6
71472,435584,6
71472,456650,6
71472,404983,6
71472,285211,6
71472,765242,6
71472,338469,6
71472,909273,6
71472,387581,6
71472,350278,6
71472,789651,6
71472,301721,6
71472,853702,6
405033,800948,30
405033,547933,29
405033,683050,24
405033,284112,24
405033,118804,23
405033,783441,22
405033,20031,21
405033,406400,21
405033,758884,21
405033,505694,20
405033,371775,20
405033,231455,19
405033,286704,19
405033,302776,19
405033,555857,19
405033,606164,18
405033,169713,18
405033,688322,18
405033,994664,17
405033,598704,17
405033,33471,17
405033,323828,17
405033,843412,16
405033,87645,16
405033,405952,16
405033,39362,16
405033,555171,16
405033,87299,16
405033,706776,16
405033,211534,16
984677,456039,10
984677,735815,9
984677,736652,7
984677,20031,6
984677,482695,6
984677,232215,6
984677,809608,6
984677,36369,6
984677,187759,5
984677,606164,5
984677,537354,5
984677,301721,5
984677,706776,5
984677,555997,5
984677,284112,5
984677,706214,5
984677,363301,5
984677,262174,4
984677,535632,4
984677,160411,4
984677,333519,4
984677,90528,4
984677,39362,4
984677,780677,4
984677,607351,4
984677,300842,4
984677,811322,4
984677,843626,4
984677,342967,4
984677,149930,4
465398,238358,80
465398,404983,28
465398,963787,28
465398,767782,27
465398,505694,22
465398,20031,21
465398,284189,21
465398,994664,21
465398,939877,19
465398,911419,19
465398,406400,19
465398,909273,19
465398,961772,19
465398,861764,18
465398,359918,17
465398,736652,17
465398,581790,17
465398,851293,16
465398,683261,16
465398,606164,16
465398,547933,16
465398,970498,16
465398,350356,15
465398,680843,15
465398,363822,14
465398,860982,14
465398,415224,14
465398,40152,14
465398,811322,14
465398,338183,14
567575,994664,16
567575,547933,13
567575,547275,13
567575,231455,13
567575,637293,13
567575,319860,12
567575,170755,12
567575,683050,12
567575,350906,12
567575,118804,12
567575,85562,12
567575,405125,12
567575,33471,12
567575,151203,11
567575,776758,11
567575,680243,10
567575,755916,10
567575,138129,10
567575,911419,10
567575,783441,10
567575,162764,10
567575,87299,10
567575,414856,10
567575,358288,10
567575,330110,9
567575,557648,9
567575,735502,9
567575,87645,9
567575,444318,9
567575,194910,9
850709,371820,10
850709,737508,9
850709,64928,6
850709,829616,6
850709,454177,6
850709,789237,6
850709,350278,6
850709,970498,6
850709,782703,6
850709,339282,4
850709,747491,4
850709,64599,4
850709,228540,4
850709,755213,4
850709,158574,4
850709,939877,3
850709,333308,3
850709,480769,3
850709,229150,3
850709,851461,3
850709,994946,3
850709,171812,3
850709,851804,3
850709,788335,3
850709,414309,3
850709,132630,3
850709,168087,3
850709,963545,3
850709,49823,3
850709,860675,3
755556,406400,59
755556,505694,52
755556,911419,49
755556,994664,46
755556,26500,46
755556,202776,44
755556,637293,42
755556,605224,40
755556,776758,39
755556,897957,39
755556,33471,38
755556,350356,37
755556,683261,37
755556,918922,37
755556,196950,36
755556,909273,35
755556,68677,34
755556,338814,34
755556,655448,33
755556,194344,32
755556,953985,32
755556,961772,32
755556,775840,31
755556,296490,30
755556,952442,30
755556,735502,30
755556,683050,30
755556,535181,30
755556,384002,28
755556,153722,28
56042,505694,22
56042,350356,21
56042,911419,16
56042,871439,16
